Acoli,,ach,ach,ach,false,living,individual
Aka-Cari,,aci,,,false,extinct,individual
Aka-Kora,,ack,,,false,extinct,individual
Akar-Bale,,acl,,,false,extinct,individual
Mesopotamian Arabic,,acm,,,false,living,individual
Achang,,acn,,,false,living,individual
Eastern Acipa,,acp,,,false,living,individual
Ta'izzi-Adeni Arabic,,acq,,,false,living,individual
Achi,,acr,,,false,living,individual
Acroá,,acs,,,false,extinct,individual
Achterhoeks,,act,,,false,living,individual
Achuar-Shiwiar,,acu,,,false,living,individual
Achumawi,,acv,,,false,living,individual
Hijazi Arabic,,acw,,,false,living,individual
Omani Arabic,,acx,,,false,living,individual
Cypriot Arabic,,acy,,,false,living,individual
Acheron,,acz,,,false,living,individual
Adangme,,ada,ada,ada,false,living,individual
Adabe,,adb,,,false,living,individual
Dzodinka,,add,,,false,living,individual
Adele,,ade,,,false,living,individual
Dhofari Arabic,,adf,,,false,living,individual
Andegerebinha,,adg,,,false,living,individual
Adhola,,adh,,,false,living,individual
Adi,,adi,,,false,living,individual
Adioukrou,,adj,,,false,living,individual
Galo,,adl,,,false,living,individual
Adang,,adn,,,false,living,individual
Abu,,ado,,,false,living,individual
Adap,,adp,,,false,living,individual
Adangbe,,adq,,,false,living,individual
Adonara,,adr,,,false,living,individual
Adamorobe Sign Language,,ads,,,false,living,individual
Adnyamathanha,,adt,,,false,living,individual
Aduge,,adu,,,false,living,individual
Amundava,,adw,,,false,living,individual
Amdo Tibetan,,adx,,,false,living,individual
Adyghe,,ady,ady,ady,false,living,individual
Adzera,,adz,,,false,living,individual
Areba,,aea,,,false,extinct,individual
Tunisian Arabic,,aeb,,,false,living,individual
Saidi Arabic,,aec,,,false,living,individual
Argentine Sign Language,,aed,,,false,living,individual
Northeast Pashayi,,aee,,,false,living,individual
Haeke,,aek,,,false,living,individual
Ambele,,ael,,,false,living,individual
Arem,,aem,,,false,living,individual
Armenian Sign Language,,aen,,,false,living,individual
Aer,,aeq,,,false,living,individual
Eastern Arrernte,,aer,,,false,living,individual
Alsea,,aes,,,false,extinct,individual
Akeu,,aeu,,,false,living,individual
Ambakich,,aew,,,false,living,individual
Amele,,aey,,,false,living,individual
Aeka,,aez,,,false,living,individual
Gulf Arabic,,afb,,,false,living,individual
Andai,,afd,,,false,living,individual
Putukwam,,afe,,,false,living,individual
Afghan Sign Language,,afg,,,false,living,individual
Afrihili,,afh,afh,afh,false,constructed,individual
Akrukay,,afi,,,false,living,individual
Nanubae,,afk,,,false,living,individual
Defaka,,afn,,,false,living,individual
Eloyi,,afo,,,false,living,individual
Tapei,,afp,,,false,living,individual
Afrikaans,af,afr,afr,afr,true,living,individual
Afro-Seminole Creole,,afs,,,false,living,individual
Afitti,,aft,,,false,living,individual
Awutu,,afu,,,false,living,individual
Obokuitai,,afz,,,false,living,individual
Aguano,,aga,,,false,extinct,individual
Legbo,,agb,,,false,living,individual
Agatu,,agc,,,false,living,individual
Agarabi,,agd,,,false,living,individual
Angal,,age,,,false,living,individual
Arguni,,agf,,,false,living,individual
Angor,,agg,,,false,living,individual
Ngelima,,agh,,,false,living,individual
Agariya,,agi,,,false,living,individual
Argobba,,agj,,,false,living,individual
Isarog Agta,,agk,,,false,living,individual
Fembe,,agl,,,false,living,individual
Angaataha,,agm,,,false,living,individual
Agutaynen,,agn,,,false,living,individual
Tainae,,ago,,,false,living,individual
Aghem,,agq,,,false,living,individual
Aguaruna,,agr,,,false,living,individual
Esimbi,,ags,,,false,living,individual
Central Cagayan Agta,,agt,,,false,living,individual
Aguacateco,,agu,,,false,living,individual
Remontado Dumagat,,agv,,,false,living,individual
Kahua,,agw,,,false,living,individual
Aghul,,agx,,,false,living,individual
Southern Alta,,agy,,,false,living,individual
Mt. Iriga Agta,,agz,,,false,living,individual
Ahanta,,aha,,,false,living,individual
Axamb,,ahb,,,false,living,individual
Qimant,,ahg,,,false,living,individual
Aghu,,ahh,,,false,living,individual
Tiagbamrin Aizi,,ahi,,,false,living,individual
Akha,,ahk,,,false,living,individual
Igo,,ahl,,,false,living,individual
Mobumrin Aizi,,ahm,,,false,living,individual
Àhàn,,ahn,,,false,living,individual
Ahom,,aho,,,false,extinct,individual
Aproumu Aizi,,ahp,,,false,living,individual
Ahirani,,ahr,,,false,living,individual
Ashe,,ahs,,,false,living,individual
Ahtena,,aht,,,false,living,individual
Arosi,,aia,,,false,living,individual
Ainu (China),,aib,,,false,living,individual
Ainbai,,aic,,,false,living,individual
Alngith,,aid,,,false,extinct,individual
Amara,,aie,,,false,living,individual
Agi,,aif,,,false,living,individual
Antigua and Barbuda Creole English,,aig,,,false,living,individual
Ai-Cham,,aih,,,false,living,individual
Assyrian Neo-Aramaic,,aii,,,false,living,individual
Lishanid Noshan,,aij,,,false,living,individual
Ake,,aik,,,false,living,individual
Aimele,,ail,,,false,living,individual
Aimol,,aim,,,false,living,individual
Ainu (Japan),,ain,ain,ain,false,living,individual
Aiton,,aio,,,false,living,individual
Burumakok,,aip,,,false,living,individual
Aimaq,,aiq,,,false,living,individual
Airoran,,air,,,false,living,individual
Nataoran Amis,,ais,,,false,living,individual
Arikem,,ait,,,false,extinct,individual
Aari,,aiw,,,false,living,individual
Aighon,,aix,,,false,living,individual
Ali,,aiy,,,false,living,individual
Aja (Sudan),,aja,,,false,living,individual
Aja (Benin),,ajg,,,false,living,individual
Ajië,,aji,,,false,living,individual
South Levantine Arabic,,ajp,,,false,living,individual
Judeo-Tunisian Arabic,,ajt,,,false,living,individual
Judeo-Moroccan Arabic,,aju,,,false,living,individual
Ajawa,,ajw,,,false,extinct,individual
Amri Karbi,,ajz,,,false,living,individual
Akan,ak,aka,aka,aka,false,living,macro_language
Batak Angkola,,akb,,,false,living,individual
Mpur,,akc,,,false,living,individual
Ukpet-Ehom,,akd,,,false,living,individual
Akawaio,,ake,,,false,living,individual
Akpa,,akf,,,false,living,individual
Anakalangu,,akg,,,false,living,individual
Angal Heneng,,akh,,,false,living,individual
Aiome,,aki,,,false,living,individual
Aka-Jeru,,akj,,,false,extinct,individual
Akkadian,,akk,akk,akk,false,ancient,individual
Aklanon,,akl,,,false,living,individual
Aka-Bo,,akm,,,false,extinct,individual
Akurio,,ako,,,false,living,individual
Siwu,,akp,,,false,living,individual
Ak,,akq,,,false,living,individual
Araki,,akr,,,false,living,individual
Akaselem,,aks,,,false,living,individual
Akolet,,akt,,,false,living,individual
Akum,,aku,,,false,living,individual
Akhvakh,,akv,,,false,living,individual
Akwa,,akw,,,false,living,individual
Aka-Kede,,akx,,,false,extinct,individual
Aka-Kol,,aky,,,false,extinct,individual
Alabama,,akz,,,false,living,individual
Alago,,ala,,,false,living,individual
Qawasqar,,alc,,,false,living,individual
Alladian,,ald,,,false,living,individual
Aleut,,ale,ale,ale,false,living,individual
Alege,,alf,,,false,living,individual
Alawa,,alh,,,false,living,individual
Amaimon,,ali,,,false,living,individual
Alangan,,alj,,,false,living,individual
Alak,,alk,,,false,living,individual
Allar,,all,,,false,living,individual
Amblong,,alm,,,false,living,individual
Gheg Albanian,,aln,,,false,living,individual
Larike-Wakasihu,,alo,,,false,living,individual
Alune,,alp,,,false,living,individual
Algonquin,,alq,,,false,living,individual
Alutor,,alr,,,false,living,individual
Tosk Albanian,,als,,,false,living,individual
Southern Altai,,alt,alt,alt,false,living,individual
'Are'are,,alu,,,false,living,individual
Alaba-K’abeena,,alw,,,false,living,individual
Amol,,alx,,,false,living,individual
Alyawarr,,aly,,,false,living,individual
Alur,,alz,,,false,living,individual
Amanayé,,ama,,,false,extinct,individual
Ambo,,amb,,,false,living,individual
Amahuaca,,amc,,,false,living,individual
Yanesha',,ame,,,false,living,individual
Hamer-Banna,,amf,,,false,living,individual
Amarag,,amg,,,false,living,individual
Amharic,am,amh,amh,amh,false,living,individual
Amis,,ami,,,false,living,individual
Amdang,,amj,,,false,living,individual
Ambai,,amk,,,false,living,individual
War-Jaintia,,aml,,,false,living,individual
Ama (Papua New Guinea),,amm,,,false,living,individual
Amanab,,amn,,,false,living,individual
Amo,,amo,,,false,living,individual
Alamblak,,amp,,,false,living,individual
Amahai,,amq,,,false,living,individual
Amarakaeri,,amr,,,false,living,individual
Southern Amami-Oshima,,ams,,,false,living,individual
Amto,,amt,,,false,living,individual
Guerrero Amuzgo,,amu,,,false,living,individual
Ambelau,,amv,,,false,living,individual
Western Neo-Aramaic,,amw,,,false,living,individual
Anmatyerre,,amx,,,false,living,individual
Ami,,amy,,,false,living,individual
Atampaya,,amz,,,false,extinct,individual
Andaqui,,ana,,,false,extinct,individual
Andoa,,anb,,,false,extinct,individual
Ngas,,anc,,,false,living,individual
Ansus,,and,,,false,living,individual
Xârâcùù,,ane,,,false,living,individual
Animere,,anf,,,false,living,individual
Old English (ca. 450-1100),,ang,ang,ang,false,historical,individual
Nend,,anh,,,false,living,individual
Andi,,ani,,,false,living,individual
Anor,,anj,,,false,living,individual
Goemai,,ank,,,false,living,individual
Anu,,anl,,,false,living,individual
Anal,,anm,,,false,living,individual
Obolo,,ann,,,false,living,individual
Andoque,,ano,,,false,living,individual
Angika,,anp,anp,anp,false,living,individual
Jarawa (India),,anq,,,false,living,individual
Andh,,anr,,,false,living,individual
Anserma,,ans,,,false,extinct,individual
Antakarinya,,ant,,,false,living,individual
Anuak,,anu,,,false,living,individual
Denya,,anv,,,false,living,individual
Anaang,,anw,,,false,living,individual
Andra-Hus,,anx,,,false,living,individual
Anyin,,any,,,false,living,individual
Anem,,anz,,,false,living,individual
Angolar,,aoa,,,false,living,individual
Abom,,aob,,,false,living,individual
Pemon,,aoc,,,false,living,individual
Andarum,,aod,,,false,living,individual
Angal Enen,,aoe,,,false,living,individual
Bragat,,aof,,,false,living,individual
Angoram,,aog,,,false,living,individual
Arma,,aoh,,,false,extinct,individual
Anindilyakwa,,aoi,,,false,living,individual
Mufian,,aoj,,,false,living,individual
Arhö,,aok,,,false,living,individual
Alor,,aol,,,false,living,individual
Ömie,,aom,,,false,living,individual
Bumbita Arapesh,,aon,,,false,living,individual
Aore,,aor,,,false,extinct,individual
Taikat,,aos,,,false,living,individual
A'tong,,aot,,,false,living,individual
Atorada,,aox,,,false,living,individual
Uab Meto,,aoz,,,false,living,individual
Sa'a,,apb,,,false,living,individual
North Levantine Arabic,,apc,,,false,living,individual
Sudanese Arabic,,apd,,,false,living,individual
Bukiyip,,ape,,,false,living,individual
Pahanan Agta,,apf,,,false,living,individual
Ampanang,,apg,,,false,living,individual
Athpariya,,aph,,,false,living,individual
Apiaká,,api,,,false,living,individual
Jicarilla Apache,,apj,,,false,living,individual
Kiowa Apache,,apk,,,false,living,individual
Lipan Apache,,apl,,,false,living,individual
Mescalero-Chiricahua Apache,,apm,,,false,living,individual
Apinayé,,apn,,,false,living,individual
Ambul,,apo,,,false,living,individual
Apma,,app,,,false,living,individual
A-Pucikwar,,apq,,,false,living,individual
Arop-Lokep,,apr,,,false,living,individual
Arop-Sissano,,aps,,,false,living,individual
Apatani,,apt,,,false,living,individual
Apurinã,,apu,,,false,living,individual
Alapmunte,,apv,,,false,extinct,individual
Western Apache,,apw,,,false,living,individual
Aputai,,apx,,,false,living,individual
Apalaí,,apy,,,false,living,individual
Safeyoka,,apz,,,false,living,individual
Archi,,aqc,,,false,living,individual
Ampari Dogon,,aqd,,,false,living,individual
Arigidi,,aqg,,,false,living,individual
Atohwaim,,aqm,,,false,living,individual
Northern Alta,,aqn,,,false,living,individual
Atakapa,,aqp,,,false,extinct,individual
Arhâ,,aqr,,,false,living,individual
Akuntsu,,aqz,,,false,living,individual
Arabic,ar,ara,ara,ara,true,living,macro_language
Standard Arabic,,arb,,,false,living,individual
Official Aramaic (700-300 BCE),,arc,arc,arc,false,ancient,individual
Arabana,,ard,,,false,extinct,individual
Western Arrarnta,,are,,,false,living,individual
Aragonese,an,arg,arg,arg,false,living,individual
Arhuaco,,arh,,,false,living,individual
Arikara,,ari,,,false,living,individual
Arapaso,,arj,,,false,extinct,individual
Arikapú,,ark,,,false,living,individual
Arabela,,arl,,,false,living,individual
Mapudungun,,arn,arn,arn,false,living,individual
Araona,,aro,,,false,living,individual
Arapaho,,arp,arp,arp,false,living,individual
Algerian Arabic,,arq,,,false,living,individual
Karo (Brazil),,arr,,,false,living,individual
Najdi Arabic,,ars,,,false,living,individual
Aruá (Amazonas State),,aru,,,false,extinct,individual
Arbore,,arv,,,false,living,individual
Arawak,,arw,arw,arw,false,living,individual
Aruá (Rodonia State),,arx,,,false,living,individual
Moroccan Arabic,,ary,,,false,living,individual
Egyptian Arabic,,arz,,,false,living,individual
Asu (Tanzania),,asa,,,false,living,individual
Assiniboine,,asb,,,false,living,individual
Casuarina Coast Asmat,,asc,,,false,living,individual
Asas,,asd,,,false,living,individual
American Sign Language,,ase,,,false,living,individual
Australian Sign Language,,asf,,,false,living,individual
Cishingini,,asg,,,false,living,individual
Abishira,,ash,,,false,extinct,individual
Buruwai,,asi,,,false,living,individual
Nsari,,asj,,,false,living,individual
Ashkun,,ask,,,false,living,individual
Asilulu,,asl,,,false,living,individual
Assamese,as,asm,asm,asm,false,living,individual
Xingú Asuriní,,asn,,,false,living,individual
Dano,,aso,,,false,living,individual
Algerian Sign Language,,asp,,,false,living,individual
Austrian Sign Language,,asq,,,false,living,individual
Asuri,,asr,,,false,living,individual
Ipulo,,ass,,,false,living,individual
Asturian,,ast,ast,ast,false,living,individual
Tocantins Asurini,,asu,,,false,living,individual
Asoa,,asv,,,false,living,individual
Australian Aborigines Sign Language,,asw,,,false,living,individual
Muratayak,,asx,,,false,living,individual
Yaosakor Asmat,,asy,,,false,living,individual
As,,asz,,,false,living,individual
Pele-Ata,,ata,,,false,living,individual
Zaiwa,,atb,,,false,living,individual
Atsahuaca,,atc,,,false,extinct,individual
Ata Manobo,,atd,,,false,living,individual
Atemble,,ate,,,false,living,individual
Ivbie North-Okpela-Arhe,,atg,,,false,living,individual
Attié,,ati,,,false,living,individual
Atikamekw,,atj,,,false,living,individual
Ati,,atk,,,false,living,individual
Mt. Iraya Agta,,atl,,,false,living,individual
Ata,,atm,,,false,living,individual
Ashtiani,,atn,,,false,living,individual
Atong,,ato,,,false,living,individual
Pudtol Atta,,atp,,,false,living,individual
Aralle-Tabulahan,,atq,,,false,living,individual
Waimiri-Atroari,,atr,,,false,living,individual
Gros Ventre,,ats,,,false,living,individual
Pamplona Atta,,att,,,false,living,individual
Reel,,atu,,,false,living,individual
Northern Altai,,atv,,,false,living,individual
Atsugewi,,atw,,,false,living,individual
Arutani,,atx,,,false,living,individual
Aneityum,,aty,,,false,living,individual
Arta,,atz,,,false,living,individual
Asumboa,,aua,,,false,living,individual
Alugu,,aub,,,false,living,individual
Waorani,,auc,,,false,living,individual
Anuta,,aud,,,false,living,individual
=/Kx'au//'ein,,aue,,,false,living,individual
Aguna,,aug,,,false,living,individual
Aushi,,auh,,,false,living,individual
Anuki,,aui,,,false,living,individual
Awjilah,,auj,,,false,living,individual
Heyo,,auk,,,false,living,individual
Aulua,,aul,,,false,living,individual
Asu (Nigeria),,aum,,,false,living,individual
Molmo One,,aun,,,false,living,individual
Auyokawa,,auo,,,false,extinct,individual
Makayam,,aup,,,false,living,individual
Anus,,auq,,,false,living,individual
Aruek,,aur,,,false,living,individual
Austral,,aut,,,false,living,individual
Auye,,auu,,,false,living,individual
Awyi,,auw,,,false,living,individual
Aurá,,aux,,,false,extinct,individual
Awiyaana,,auy,,,false,living,individual
Uzbeki Arabic,,auz,,,false,living,individual
Avaric,av,ava,ava,ava,false,living,individual
Avau,,avb,,,false,living,individual
Alviri-Vidari,,avd,,,false,living,individual
Avestan,ae,ave,ave,ave,false,ancient,individual
Avikam,,avi,,,false,living,individual
Kotava,,avk,,,false,constructed,individual
Eastern Egyptian Bedawi Arabic,,avl,,,false,living,individual
Avatime,,avn,,,false,living,individual
Agavotaguerra,,avo,,,false,extinct,individual
Aushiri,,avs,,,false,extinct,individual
Au,,avt,,,false,living,individual
Avokaya,,avu,,,false,living,individual
Avá-Canoeiro,,avv,,,false,living,individual
Awadhi,,awa,awa,awa,false,living,individual
Awa (Papua New Guinea),,awb,,,false,living,individual
Cicipu,,awc,,,false,living,individual
Awetí,,awe,,,false,living,individual
Awbono,,awh,,,false,living,individual
Aekyom,,awi,,,false,living,individual
Awabakal,,awk,,,false,extinct,individual
Arawum,,awm,,,false,living,individual
Awngi,,awn,,,false,living,individual
Awak,,awo,,,false,living,individual
Awera,,awr,,,false,living,individual
South Awyu,,aws,,,false,living,individual
Araweté,,awt,,,false,living,individual
Central Awyu,,awu,,,false,living,individual
Jair Awyu,,awv,,,false,living,individual
Awun,,aww,,,false,living,individual
Awara,,awx,,,false,living,individual
Edera Awyu,,awy,,,false,living,individual
Abipon,,axb,,,false,extinct,individual
Mato Grosso Arára,,axg,,,false,extinct,individual
Yaka (Central African Republic),,axk,,,false,living,individual
Middle Armenian,,axm,,,false,historical,individual
Xaragure,,axx,,,false,living,individual
Awar,,aya,,,false,living,individual
Ayizo Gbe,,ayb,,,false,living,individual
Southern Aymara,,ayc,,,false,living,individual
Ayabadhu,,ayd,,,false,extinct,individual
Ayere,,aye,,,false,living,individual
Ginyanga,,ayg,,,false,living,individual
Hadrami Arabic,,ayh,,,false,living,individual
Leyigha,,ayi,,,false,living,individual
Akuku,,ayk,,,false,living,individual
Libyan Arabic,,ayl,,,false,living,individual
Aymara,ay,aym,aym,aym,false,living,macro_language
Sanaani Arabic,,ayn,,,false,living,individual
Ayoreo,,ayo,,,false,living,individual
North Mesopotamian Arabic,,ayp,,,false,living,individual
Ayi (Papua New Guinea),,ayq,,,false,living,individual
Central Aymara,,ayr,,,false,living,individual
Sorsogon Ayta,,ays,,,false,living,individual
Magbukun Ayta,,ayt,,,false,living,individual
Ayu,,ayu,,,false,living,individual
Tayabas Ayta,,ayy,,,false,extinct,individual
Mai Brat,,ayz,,,false,living,individual
Azha,,aza,,,false,living,individual
South Azerbaijani,,azb,,,false,living,individual
Azerbaijani,az,aze,aze,aze,false,living,macro_language
San Pedro Amuzgos Amuzgo,,azg,,,false,living,individual
North Azerbaijani,,azj,,,false,living,individual
Ipalapa Amuzgo,,azm,,,false,living,individual
Awing,,azo,,,false,living,individual
Faire Atta,,azt,,,false,living,individual
Highland Puebla Nahuatl,,azz,,,false,living,individual
Babatana,,baa,,,false,living,individual
Bainouk-Gunyuño,,bab,,,false,living,individual
Badui,,bac,,,false,living,individual
Baré,,bae,,,false,extinct,individual
Nubaca,,baf,,,false,living,individual
Tuki,,bag,,,false,living,individual
Bahamas Creole English,,bah,,,false,living,individual
Barakai,,baj,,,false,living,individual
Bashkir,ba,bak,bak,bak,false,living,individual
Baluchi,,bal,bal,bal,false,living,macro_language
Bambara,bm,bam,bam,bam,false,living,individual
Balinese,,ban,ban,ban,false,living,individual
Waimaha,,bao,,,false,living,individual
Bantawa,,bap,,,false,living,individual
Bavarian,,bar,,,false,living,individual
Basa (Cameroon),,bas,bas,bas,false,living,individual
Bada (Nigeria),,bau,,,false,living,individual
Vengo,,bav,,,false,living,individual
Bambili-Bambui,,baw,,,false,living,individual
Bamun,,bax,,,false,living,individual
Batuley,,bay,,,false,living,individual
Tunen,,baz,,,false,living,individual
Baatonum,,bba,,,false,living,individual
Barai,,bbb,,,false,living,individual
Batak Toba,,bbc,,,false,living,individual
Bau,,bbd,,,false,living,individual
Bangba,,bbe,,,false,living,individual
Baibai,,bbf,,,false,living,individual
Barama,,bbg,,,false,living,individual
Bugan,,bbh,,,false,living,individual
Barombi,,bbi,,,false,living,individual
Ghomálá',,bbj,,,false,living,individual
Babanki,,bbk,,,false,living,individual
Bats,,bbl,,,false,living,individual
Babango,,bbm,,,false,living,individual
Uneapa,,bbn,,,false,living,individual
Northern Bobo Madaré,,bbo,,,false,living,individual
West Central Banda,,bbp,,,false,living,individual
Bamali,,bbq,,,false,living,individual
Girawa,,bbr,,,false,living,individual
Bakpinka,,bbs,,,false,living,individual
Mburku,,bbt,,,false,living,individual
Kulung (Nigeria),,bbu,,,false,living,individual
Karnai,,bbv,,,false,living,individual
Baba,,bbw,,,false,living,individual
Bubia,,bbx,,,false,living,individual
Befang,,bby,,,false,living,individual
Babalia Creole Arabic,,bbz,,,false,living,individual
Central Bai,,bca,,,false,living,individual
Bainouk-Samik,,bcb,,,false,living,individual
Southern Balochi,,bcc,,,false,living,individual
North Babar,,bcd,,,false,living,individual
Bamenyam,,bce,,,false,living,individual
Bamu,,bcf,,,false,living,individual
Baga Binari,,bcg,,,false,living,individual
Bariai,,bch,,,false,living,individual
Baoulé,,bci,,,false,living,individual
Bardi,,bcj,,,false,living,individual
Bunaba,,bck,,,false,living,individual
Central Bicolano,,bcl,,,false,living,individual
Bannoni,,bcm,,,false,living,individual
Bali (Nigeria),,bcn,,,false,living,individual
Kaluli,,bco,,,false,living,individual
Bali (Democratic Republic of Congo),,bcp,,,false,living,individual
Bench,,bcq,,,false,living,individual
Babine,,bcr,,,false,living,individual
Kohumono,,bcs,,,false,living,individual
Bendi,,bct,,,false,living,individual
Awad Bing,,bcu,,,false,living,individual
Shoo-Minda-Nye,,bcv,,,false,living,individual
Bana,,bcw,,,false,living,individual
Bacama,,bcy,,,false,living,individual
Bainouk-Gunyaamolo,,bcz,,,false,living,individual
Bayot,,bda,,,false,living,individual
Basap,,bdb,,,false,living,individual
Emberá-Baudó,,bdc,,,false,living,individual
Bunama,,bdd,,,false,living,individual
Bade,,bde,,,false,living,individual
Biage,,bdf,,,false,living,individual
Bonggi,,bdg,,,false,living,individual
Baka (Sudan),,bdh,,,false,living,individual
Burun,,bdi,,,false,living,individual
Bai,,bdj,,,false,living,individual
Budukh,,bdk,,,false,living,individual
Indonesian Bajau,,bdl,,,false,living,individual
Buduma,,bdm,,,false,living,individual
Baldemu,,bdn,,,false,living,individual
Morom,,bdo,,,false,living,individual
Bende,,bdp,,,false,living,individual
Bahnar,,bdq,,,false,living,individual
West Coast Bajau,,bdr,,,false,living,individual
Burunge,,bds,,,false,living,individual
Bokoto,,bdt,,,false,living,individual
Oroko,,bdu,,,false,living,individual
Bodo Parja,,bdv,,,false,living,individual
Baham,,bdw,,,false,living,individual
Budong-Budong,,bdx,,,false,living,individual
Bandjalang,,bdy,,,false,living,individual
Badeshi,,bdz,,,false,living,individual
Beaver,,bea,,,false,living,individual
Bebele,,beb,,,false,living,individual
Iceve-Maci,,bec,,,false,living,individual
Bedoanas,,bed,,,false,living,individual
Byangsi,,bee,,,false,living,individual
Benabena,,bef,,,false,living,individual
Belait,,beg,,,false,living,individual
Biali,,beh,,,false,living,individual
Bekati',,bei,,,false,living,individual
Beja,,bej,bej,bej,false,living,individual
Bebeli,,bek,,,false,living,individual
Belarusian,be,bel,bel,bel,false,living,individual
Bemba (Zambia),,bem,bem,bem,false,living,individual
Bengali,bn,ben,ben,ben,true,living,individual
Beami,,beo,,,false,living,individual
Besoa,,bep,,,false,living,individual
Beembe,,beq,,,false,living,individual
Besme,,bes,,,false,living,individual
Guiberoua Béte,,bet,,,false,living,individual
Blagar,,beu,,,false,living,individual
Daloa Bété,,bev,,,false,living,individual
Betawi,,bew,,,false,living,individual
Jur Modo,,bex,,,false,living,individual
Beli (Papua New Guinea),,bey,,,false,living,individual
Bena (Tanzania),,bez,,,false,living,individual
Bari,,bfa,,,false,living,individual
Pauri Bareli,,bfb,,,false,living,individual
Northern Bai,,bfc,,,false,living,individual
Bafut,,bfd,,,false,living,individual
Betaf,,bfe,,,false,living,individual
Bofi,,bff,,,false,living,individual
Busang Kayan,,bfg,,,false,living,individual
Blafe,,bfh,,,false,living,individual
British Sign Language,,bfi,,,false,living,individual
Bafanji,,bfj,,,false,living,individual
Ban Khor Sign Language,,bfk,,,false,living,individual
Banda-Ndélé,,bfl,,,false,living,individual
Mmen,,bfm,,,false,living,individual
Bunak,,bfn,,,false,living,individual
Malba Birifor,,bfo,,,false,living,individual
Beba,,bfp,,,false,living,individual
Badaga,,bfq,,,false,living,individual
Bazigar,,bfr,,,false,living,individual
Southern Bai,,bfs,,,false,living,individual
Balti,,bft,,,false,living,individual
Gahri,,bfu,,,false,living,individual
Bondo,,bfw,,,false,living,individual
Bantayanon,,bfx,,,false,living,individual
Bagheli,,bfy,,,false,living,individual
Mahasu Pahari,,bfz,,,false,living,individual
Gwamhi-Wuri,,bga,,,false,living,individual
Bobongko,,bgb,,,false,living,individual
Haryanvi,,bgc,,,false,living,individual
Rathwi Bareli,,bgd,,,false,living,individual
Bauria,,bge,,,false,living,individual
Bangandu,,bgf,,,false,living,individual
Bugun,,bgg,,,false,living,individual
Giangan,,bgi,,,false,living,individual
Bangolan,,bgj,,,false,living,individual
Bit,,bgk,,,false,living,individual
Bo (Laos),,bgl,,,false,living,individual
Baga Mboteni,,bgm,,,false,living,individual
Western Balochi,,bgn,,,false,living,individual
Baga Koga,,bgo,,,false,living,individual
Eastern Balochi,,bgp,,,false,living,individual
Bagri,,bgq,,,false,living,individual
Bawm Chin,,bgr,,,false,living,individual
Tagabawa,,bgs,,,false,living,individual
Bughotu,,bgt,,,false,living,individual
Mbongno,,bgu,,,false,living,individual
Warkay-Bipim,,bgv,,,false,living,individual
Bhatri,,bgw,,,false,living,individual
Balkan Gagauz Turkish,,bgx,,,false,living,individual
Benggoi,,bgy,,,false,living,individual
Banggai,,bgz,,,false,living,individual
Bharia,,bha,,,false,living,individual
Bhili,,bhb,,,false,living,individual
Biga,,bhc,,,false,living,individual
Bhadrawahi,,bhd,,,false,living,individual
Bhaya,,bhe,,,false,living,individual
Odiai,,bhf,,,false,living,individual
Binandere,,bhg,,,false,living,individual
